department,gender,age,job_title,years_at_company,education_level,performance_score,monthly_salary,work_hours_per_week,projects_handled,overtime_hours,sick_days,work_type,training_hours,promotions,employee_satisfaction_score,resigned,motivation_score
IT,Male,43,Developer,7,PhD,4,7000.0,60,19,0,4,Hybrid,39,2,4.59,False,4.04
IT,Male,24,Manager,6,Bachelor,4,8400.0,58,6,12,7,Hybrid,75,2,4.34,False,4.34
IT,Male,37,Analyst,9,High School,1,4400.0,59,9,3,9,Remote,48,2,3.2,False,3.03
IT,Male,43,Analyst,8,Bachelor,2,4800.0,55,20,14,14,Onsite,53,0,1.79,False,1.98
IT,Male,37,Specialist,8,Master,3,5850.0,58,33,16,2,Onsite,15,1,1.27,False,2.22
IT,Male,26,Manager,2,Bachelor,4,8400.0,33,3,6,12,Onsite,3,1,3.59,False,2.93
IT,Other,40,Technician,8,High School,2,4200.0,42,1,12,3,Remote,3,0,3.71,False,1.96
IT,Female,58,Manager,7,High School,1,6600.0,48,13,7,13,Onsite,25,0,1.84,True,1.46
IT,Male,43,Analyst,6,High School,2,4800.0,49,43,7,0,Remote,47,2,1.18,False,2.77
IT,Male,44,Manager,9,High School,3,7800.0,52,23,27,1,Onsite,15,2,4.84,False,3.61
IT,Female,50,Developer,9,High School,5,7500.0,44,1,13,0,Hybrid,49,1,2.01,False,3.25
IT,Male,22,Developer,0,Bachelor,1,5500.0,53,43,25,9,Remote,54,2,4.74,False,3.48
IT,Male,26,Engineer,2,Bachelor,2,7200.0,60,11,3,11,Remote,54,2,1.31,False,2.87
IT,Male,52,Specialist,2,High School,4,6300.0,59,3,22,13,Hybrid,37,1,2.24,False,2.93
IT,Male,33,Specialist,1,High School,4,6300.0,56,23,1,3,Hybrid,23,2,2.95,False,3.47
IT,Male,26,Manager,0,High School,3,7800.0,57,14,8,10,Onsite,1,2,1.2,False,2.56
IT,Female,34,Analyst,9,Bachelor,4,5600.0,56,13,7,5,Hybrid,1,2,4.49,False,3.63
IT,Male,35,Specialist,6,Master,5,6750.0,52,4,6,11,Onsite,9,0,3.41,False,2.69
IT,Female,57,Specialist,8,Master,2,5400.0,41,46,4,10,Remote,61,1,2.59,False,2.76
IT,Male,23,Analyst,4,High School,3,5200.0,36,45,22,1,Remote,41,1,3.58,False,3.06
IT,Male,45,Developer,2,Bachelor,5,7500.0,43,31,28,4,Onsite,96,2,1.93,False,4.2
IT,Male,51,Developer,2,High School,3,6500.0,46,37,7,4,Hybrid,20,1,1.08,False,2.22
IT,Female,50,Consultant,8,Master,4,7700.0,33,25,18,14,Remote,39,0,4.57,False,3.04
IT,Female,50,Developer,3,Bachelor,3,6500.0,56,26,8,2,Hybrid,26,0,1.84,False,1.97
IT,Male,56,Developer,9,High School,2,6000.0,59,14,15,3,Onsite,56,2,2.86,True,3.28
IT,Male,40,Technician,6,Bachelor,1,3850.0,32,38,11,7,Hybrid,27,2,2.44,True,2.63
IT,Other,28,Technician,6,Bachelor,4,4900.0,31,32,20,4,Onsite,26,0,4.01,False,2.77
IT,Male,36,Developer,0,Bachelor,4,7000.0,38,0,5,2,Onsite,40,0,3.63,False,2.81
IT,Female,35,Technician,6,High School,1,3850.0,32,4,15,4,Onsite,34,1,4.57,False,2.74
IT,Female,27,Specialist,9,Master,1,4950.0,34,43,11,14,Remote,22,1,2.58,False,2.12
IT,Female,48,Developer,1,Bachelor,1,5500.0,51,39,0,3,Remote,84,1,3.16,False,2.89
IT,Male,27,Technician,8,High School,1,3850.0,39,49,11,12,Hybrid,27,1,2.82,False,2.23
IT,Female,44,Specialist,3,Bachelor,2,5400.0,31,49,29,10,Hybrid,70,2,3.18,False,3.5
IT,Female,49,Manager,7,Bachelor,2,7200.0,52,25,25,9,Onsite,65,1,3.67,False,3.07
IT,Female,55,Engineer,8,Bachelor,2,7200.0,42,31,22,0,Onsite,94,1,3.92,False,3.43
IT,Male,25,Developer,5,Bachelor,1,5500.0,52,8,28,4,Remote,53,2,4.47,True,3.4
IT,Male,35,Technician,7,High School,1,3850.0,45,13,21,14,Onsite,62,2,4.14,False,3.41
IT,Male,23,Developer,6,Bachelor,1,5500.0,31,48,25,0,Onsite,51,0,1.3,False,1.59
IT,Male,33,Developer,1,High School,4,7000.0,37,39,10,7,Onsite,31,1,2.61,False,2.97
IT,Other,54,Consultant,5,Bachelor,5,8250.0,48,26,14,10,Hybrid,66,0,3.08,False,3.19
IT,Male,30,Consultant,6,High School,3,7150.0,41,5,28,10,Remote,60,0,3.76,False,2.8
IT,Female,53,Consultant,5,High School,4,7700.0,39,24,26,5,Hybrid,6,0,2.27,False,2.13
IT,Male,39,Engineer,5,Bachelor,5,9000.0,35,14,28,4,Remote,74,0,4.98,False,3.74
IT,Male,35,Engineer,7,Bachelor,1,6600.0,50,19,26,4,Hybrid,21,0,3.12,False,1.74
IT,Male,57,Analyst,1,Bachelor,3,5200.0,41,37,23,1,Hybrid,83,1,3.17,False,3.38
IT,Female,49,Consultant,1,Bachelor,4,7700.0,34,35,4,11,Hybrid,42,0,3.76,False,2.86
IT,Female,29,Technician,9,Bachelor,4,4900.0,30,30,27,7,Hybrid,17,0,4.52,False,2.8
IT,Male,60,Manager,4,Bachelor,4,8400.0,37,19,7,8,Onsite,62,2,4.17,False,4.17
IT,Other,28,Analyst,3,Bachelor,3,5200.0,58,2,17,4,Hybrid,72,0,4.38,False,3.07
IT,Female,38,Developer,1,Master,1,5500.0,55,2,15,11,Onsite,19,0,2.06,False,1.46
IT,Female,23,Manager,1,Bachelor,3,7800.0,39,0,9,13,Hybrid,26,1,3.75,False,2.95
IT,Female,41,Technician,4,High School,3,4550.0,54,7,2,14,Remote,48,1,2.9,False,2.96
IT,Female,43,Manager,6,Master,5,9000.0,30,20,2,3,Onsite,9,1,2.9,False,3.07
IT,Male,59,Specialist,2,High School,3,5850.0,59,21,18,9,Remote,34,1,3.13,True,2.88
IT,Male,30,Manager,7,Master,4,8400.0,38,29,16,1,Remote,17,2,3.6,False,3.57
IT,Male,47,Technician,2,High School,1,3850.0,47,9,20,6,Hybrid,0,2,4.59,False,2.9
IT,Male,40,Manager,2,Bachelor,4,8400.0,44,0,14,13,Onsite,8,1,1.77,False,2.52
IT,Male,47,Developer,8,Bachelor,2,6000.0,30,6,4,12,Remote,48,1,4.85,False,3.2
IT,Male,50,Specialist,7,High School,5,6750.0,30,23,7,6,Remote,75,0,3.36,False,3.35
IT,Male,22,Analyst,5,Bachelor,4,5600.0,47,8,2,1,Onsite,95,0,3.3,False,3.28
IT,Male,55,Developer,3,High School,5,7500.0,55,20,13,0,Remote,47,1,1.86,True,3.19
IT,Male,31,Manager,5,High School,5,9000.0,31,8,1,10,Remote,24,1,1.02,False,2.75
IT,Female,39,Manager,0,Master,4,8400.0,49,15,27,5,Hybrid,53,0,2.74,False,2.72
IT,Female,57,Engineer,9,Bachelor,3,7800.0,45,22,12,8,Onsite,68,0,1.39,False,2.28
IT,Male,24,Specialist,9,Bachelor,4,6300.0,32,42,16,4,Onsite,52,1,3.44,False,3.39
IT,Male,22,Manager,7,Bachelor,1,6600.0,47,1,17,11,Remote,51,0,4.8,False,2.47
IT,Male,38,Consultant,6,Bachelor,2,6600.0,45,30,11,0,Hybrid,44,0,2.86,False,2.16
IT,Male,32,Specialist,9,High School,5,6750.0,40,22,9,3,Onsite,33,2,2.33,False,3.67
IT,Female,33,Developer,9,Bachelor,4,7000.0,44,14,3,10,Remote,25,1,1.36,False,2.59
IT,Male,23,Analyst,1,High School,5,6000.0,58,8,6,0,Onsite,88,2,2.08,False,4.16
IT,Female,38,Developer,6,Bachelor,1,5500.0,56,42,0,14,Onsite,51,1,4.88,False,2.99
IT,Female,45,Developer,2,Bachelor,5,7500.0,36,10,13,9,Remote,86,2,2.4,False,4.22
IT,Male,40,Analyst,5,Bachelor,4,5600.0,47,19,5,4,Onsite,98,0,4.67,False,3.66
IT,Other,36,Developer,0,High School,4,7000.0,55,20,19,14,Hybrid,48,1,2.01,True,2.99
IT,Male,44,Manager,6,Bachelor,1,6600.0,54,17,20,5,Onsite,6,0,1.4,True,1.16
IT,Male,26,Engineer,2,Bachelor,5,9000.0,41,11,13,1,Onsite,65,1,1.06,False,3.17
IT,Male,59,Specialist,3,High School,4,6300.0,42,0,6,6,Onsite,37,1,1.81,True,2.83
IT,Male,31,Analyst,6,High School,1,4400.0,38,24,20,14,Hybrid,88,2,1.26,False,2.95
IT,Male,47,Engineer,2,Bachelor,1,6600.0,54,20,19,12,Onsite,48,1,2.72,False,2.41
IT,Male,59,Manager,4,Bachelor,4,8400.0,46,13,5,7,Hybrid,7,1,2.08,False,2.59
IT,Female,41,Developer,3,High School,1,5500.0,57,1,17,14,Hybrid,86,1,3.26,False,2.93
IT,Female,35,Manager,8,Bachelor,4,8400.0,39,4,4,5,Onsite,84,2,1.95,False,3.84
IT,Female,33,Engineer,7,Master,5,9000.0,56,32,24,14,Hybrid,70,0,3.61,False,3.36
IT,Female,35,Developer,2,High School,5,7500.0,48,47,23,7,Hybrid,63,2,1.32,False,3.72
IT,Male,30,Specialist,5,Master,1,4950.0,40,49,27,8,Remote,63,0,4.83,True,2.59
IT,Male,37,Engineer,0,High School,1,6600.0,38,45,17,10,Remote,16,2,4.12,False,2.94
IT,Male,37,Analyst,6,High School,2,4800.0,37,9,2,3,Hybrid,44,1,1.5,False,2.32
IT,Male,37,Manager,4,High School,1,6600.0,51,13,5,6,Onsite,90,2,2.49,False,3.28
IT,Male,46,Specialist,2,High School,5,6750.0,45,25,5,13,Hybrid,79,0,2.81,False,3.25
IT,Male,46,Consultant,3,Bachelor,1,6050.0,50,21,27,13,Onsite,29,1,3.59,False,2.44
IT,Female,47,Engineer,0,High School,1,6600.0,50,19,25,8,Hybrid,12,2,1.58,False,2.27
IT,Female,51,Consultant,2,High School,1,6050.0,34,12,5,4,Remote,23,0,1.09,False,1.25
IT,Female,52,Engineer,6,High School,2,7200.0,59,24,2,8,Hybrid,57,1,1.03,True,2.33
IT,Female,29,Engineer,5,Master,4,8400.0,57,28,15,3,Onsite,7,2,1.23,False,2.88
IT,Female,56,Technician,0,High School,3,4550.0,50,13,28,13,Remote,99,1,1.94,False,3.24
IT,Female,26,Engineer,0,High School,3,7800.0,41,49,23,12,Onsite,9,2,2.98,False,3.09
IT,Female,35,Manager,2,Bachelor,2,7200.0,51,22,12,2,Hybrid,61,1,2.23,False,2.67
IT,Male,39,Technician,5,Bachelor,3,4550.0,57,26,25,8,Hybrid,42,0,3.86,False,2.64
IT,Male,57,Analyst,9,Bachelor,1,4400.0,38,39,20,13,Remote,76,0,2.05,False,2.03
IT,Male,26,Consultant,9,Bachelor,5,8250.0,58,1,17,1,Remote,7,1,1.2,False,2.62
IT,Male,52,Analyst,2,High School,3,5200.0,46,16,25,11,Hybrid,68,0,2.38,False,2.53
IT,Female,56,Analyst,5,High School,3,5200.0,35,37,13,5,Remote,67,2,1.28,False,3.25
IT,Female,41,Developer,2,PhD,1,5500.0,48,36,6,2,Onsite,0,1,2.19,True,1.8
IT,Male,41,Engineer,7,Master,1,6600.0,36,12,20,4,Hybrid,60,2,2.48,False,2.98
IT,Male,49,Consultant,4,High School,1,6050.0,38,8,11,1,Onsite,74,1,2.32,False,2.58
IT,Female,37,Consultant,9,Bachelor,3,7150.0,34,35,1,11,Remote,45,1,3.36,True,3.04
IT,Female,22,Technician,8,Bachelor,1,3850.0,57,3,23,6,Hybrid,18,0,1.78,False,1.38
IT,Male,60,Engineer,6,Bachelor,2,7200.0,50,4,2,4,Hybrid,17,0,2.26,False,1.74
IT,Male,22,Engineer,0,Bachelor,1,6600.0,34,28,4,5,Onsite,4,1,1.44,False,1.65
IT,Female,60,Analyst,8,Bachelor,4,5600.0,43,3,14,14,Onsite,25,2,2.43,False,3.36
IT,Female,26,Technician,1,High School,1,3850.0,42,27,27,13,Remote,34,0,2.58,False,1.74
IT,Male,48,Engineer,9,Bachelor,1,6600.0,36,38,12,8,Remote,35,1,4.42,True,2.71
IT,Female,51,Engineer,8,Bachelor,1,6600.0,37,11,26,10,Remote,78,2,3.23,False,3.35
IT,Male,57,Consultant,8,PhD,2,6600.0,35,10,21,1,Hybrid,6,1,3.77,False,2.5
IT,Male,56,Analyst,3,High School,4,5600.0,57,25,8,14,Onsite,56,1,4.92,False,3.8
IT,Female,57,Analyst,3,High School,3,5200.0,43,49,25,11,Remote,91,2,1.4,False,3.52
IT,Male,48,Developer,2,Bachelor,2,6000.0,49,45,4,12,Onsite,65,0,3.08,False,2.43
IT,Male,48,Consultant,7,PhD,5,8250.0,55,8,7,10,Onsite,51,0,3.15,False,3.05
IT,Male,54,Engineer,9,PhD,3,7800.0,41,30,24,13,Onsite,64,0,3.71,False,2.82
IT,Female,38,Specialist,8,Bachelor,4,6300.0,57,42,8,8,Hybrid,50,2,3.57,False,3.9
IT,Female,55,Analyst,5,Master,3,5200.0,60,12,3,12,Onsite,82,1,4.62,False,3.73
IT,Male,52,Specialist,6,Bachelor,3,5850.0,37,5,13,9,Hybrid,80,0,2.81,False,2.76
IT,Male,32,Manager,0,Bachelor,2,7200.0,38,36,4,0,Remote,34,1,3.55,False,2.73
IT,Male,24,Engineer,0,Bachelor,4,8400.0,35,28,16,2,Hybrid,13,0,1.77,True,2.07
IT,Female,52,Manager,1,Bachelor,1,6600.0,40,42,4,2,Hybrid,68,1,3.5,False,2.81
IT,Male,25,Manager,7,PhD,2,7200.0,39,49,9,7,Hybrid,30,0,1.9,False,1.78
IT,Male,29,Technician,6,High School,4,4900.0,48,28,19,8,Onsite,82,2,2.64,False,3.99
IT,Female,38,Manager,7,PhD,4,8400.0,52,3,15,14,Onsite,82,2,1.05,False,3.59
IT,Female,57,Specialist,5,High School,1,4950.0,60,19,27,13,Hybrid,78,2,4.19,False,3.59
IT,Female,34,Developer,0,Bachelor,5,7500.0,41,36,7,0,Onsite,96,0,1.9,False,3.19
IT,Male,51,Analyst,2,Bachelor,5,6000.0,43,19,23,5,Onsite,3,2,3.82,False,3.74
IT,Male,35,Analyst,1,Bachelor,3,5200.0,45,47,20,8,Hybrid,67,2,4.43,True,4.03
IT,Other,32,Developer,1,Bachelor,3,6500.0,40,37,0,0,Hybrid,20,1,2.84,False,2.66
IT,Female,60,Specialist,9,Master,5,6750.0,60,15,3,1,Remote,4,2,1.57,False,3.18
IT,Other,41,Developer,5,Master,1,5500.0,49,8,3,0,Onsite,74,0,4.04,False,2.51
IT,Female,30,Specialist,4,Bachelor,4,6300.0,54,31,22,6,Remote,8,0,1.01,False,1.83
IT,Female,24,Developer,4,Master,1,5500.0,59,35,23,8,Hybrid,83,2,2.98,False,3.33
IT,Male,25,Consultant,5,Bachelor,3,7150.0,47,10,4,14,Hybrid,10,1,3.36,False,2.69
IT,Female,50,Engineer,3,Bachelor,2,7200.0,47,45,0,5,Remote,68,0,1.14,False,1.97
IT,Female,39,Technician,0,Master,5,5250.0,52,12,4,8,Remote,25,1,2.07,False,3.02
IT,Female,24,Consultant,4,Bachelor,3,7150.0,48,46,9,7,Remote,71,2,4.1,False,3.99
IT,Female,33,Developer,3,Master,4,7000.0,32,37,16,14,Hybrid,67,0,2.6,False,2.83
IT,Female,58,Developer,9,Master,2,6000.0,35,21,9,10,Hybrid,93,2,4.48,False,4.06
IT,Female,26,Manager,8,Bachelor,2,7200.0,56,0,23,8,Remote,40,0,3.29,False,2.23
IT,Male,23,Manager,7,High School,3,7800.0,40,42,12,13,Remote,7,1,4.07,False,2.84
IT,Female,28,Analyst,3,High School,5,6000.0,34,32,5,2,Hybrid,26,1,4.32,False,3.59
IT,Female,46,Specialist,2,High School,5,6750.0,33,19,10,8,Hybrid,91,1,4.87,False,4.39
IT,Female,23,Specialist,0,Bachelor,1,4950.0,45,29,7,0,Remote,18,2,2.09,False,2.45
IT,Female,57,Engineer,8,Bachelor,3,7800.0,38,32,16,3,Remote,33,2,4.15,False,3.62
IT,Male,57,Developer,5,Bachelor,2,6000.0,53,38,4,6,Hybrid,5,0,1.88,True,1.52
IT,Male,29,Specialist,3,High School,5,6750.0,30,14,29,6,Hybrid,60,1,4.43,False,3.96
IT,Female,22,Specialist,2,Master,4,6300.0,59,39,0,1,Remote,58,0,4.81,False,3.29
IT,Male,55,Engineer,1,Bachelor,4,8400.0,40,2,8,0,Onsite,84,0,4.28,False,3.42
IT,Female,26,Analyst,7,High School,3,5200.0,49,43,20,1,Hybrid,8,0,3.56,False,2.22
IT,Male,55,Manager,6,Bachelor,3,7800.0,51,46,12,6,Remote,61,0,3.47,False,2.73
IT,Male,50,Consultant,6,Bachelor,1,6050.0,51,40,4,9,Hybrid,37,0,2.14,False,1.66
IT,Female,45,Developer,0,PhD,5,7500.0,60,11,20,2,Hybrid,92,2,2.16,False,4.22
IT,Male,35,Specialist,2,High School,2,5400.0,57,17,18,0,Hybrid,68,1,2.09,False,2.71
IT,Male,22,Technician,3,Bachelor,2,4200.0,38,42,1,9,Remote,67,0,3.8,False,2.63
IT,Male,57,Analyst,2,Bachelor,2,4800.0,60,48,16,10,Hybrid,14,0,1.17,False,1.43
IT,Female,41,Consultant,2,High School,5,8250.0,37,27,1,7,Remote,43,2,4.05,False,4.2
IT,Male,57,Specialist,0,High School,2,5400.0,47,42,23,3,Remote,38,2,1.38,False,2.73
IT,Male,56,Technician,1,Bachelor,5,5250.0,44,45,12,13,Remote,26,1,2.61,False,3.17
IT,Other,31,Manager,5,Bachelor,4,8400.0,42,30,23,8,Remote,39,0,1.8,False,2.34
IT,Male,48,Analyst,5,PhD,3,5200.0,32,40,24,11,Remote,83,0,2.18,False,2.63
IT,Female,54,Engineer,8,High School,3,7800.0,51,0,24,6,Remote,9,1,1.54,False,2.23
IT,Male,30,Specialist,1,Master,3,5850.0,45,10,19,1,Hybrid,1,1,2.79,False,2.46
IT,Male,24,Specialist,0,Bachelor,5,6750.0,48,46,22,8,Hybrid,10,2,3.37,False,3.69
IT,Female,47,Technician,8,Bachelor,5,5250.0,44,49,23,4,Onsite,22,0,3.25,False,2.78
IT,Male,36,Developer,6,High School,5,7500.0,44,21,25,9,Onsite,85,0,2.07,False,3.13
IT,Male,43,Developer,6,Master,3,6500.0,60,21,27,5,Remote,60,2,3.03,False,3.61
IT,Male,28,Consultant,7,Bachelor,4,7700.0,41,19,1,4,Hybrid,76,0,2.71,False,2.95
IT,Male,27,Technician,2,Bachelor,4,4900.0,59,4,3,6,Hybrid,24,0,2.19,False,2.29
IT,Female,53,Specialist,3,Bachelor,1,4950.0,36,45,27,2,Remote,28,0,1.62,True,1.44
IT,Male,29,Developer,6,High School,4,7000.0,49,4,28,8,Hybrid,99,0,1.58,False,2.9
IT,Male,33,Technician,0,Bachelor,3,4550.0,32,31,20,7,Remote,38,1,3.91,False,3.11
IT,Female,53,Engineer,4,Bachelor,1,6600.0,49,45,17,10,Remote,88,1,2.18,False,2.68
IT,Other,40,Engineer,8,Master,1,6600.0,43,22,14,3,Remote,54,0,3.74,False,2.23
IT,Male,44,Technician,3,Bachelor,2,4200.0,47,44,25,11,Remote,58,2,3.15,False,3.37
IT,Male,42,Engineer,6,High School,1,6600.0,30,23,16,3,Onsite,70,1,1.17,True,2.25
IT,Female,40,Consultant,1,High School,2,6600.0,45,12,0,13,Onsite,12,2,1.7,False,2.55
IT,Male,41,Technician,2,Bachelor,4,4900.0,50,41,12,3,Remote,7,1,3.74,False,3.01
IT,Female,44,Specialist,3,High School,1,4950.0,32,31,12,6,Hybrid,84,0,2.71,False,2.28
IT,Male,52,Technician,3,Bachelor,3,4550.0,41,3,19,1,Onsite,41,1,1.74,True,2.6
IT,Female,22,Manager,6,Master,5,9000.0,38,19,22,8,Onsite,71,0,2.22,False,3.02
IT,Female,41,Manager,6,High School,5,9000.0,44,11,3,4,Hybrid,79,1,4.78,False,4.24
IT,Female,49,Specialist,7,Master,5,6750.0,47,42,20,7,Remote,48,1,4.72,False,3.91
IT,Male,42,Analyst,1,Master,1,4400.0,51,31,9,12,Remote,46,1,3.47,False,2.58
IT,Female,26,Consultant,8,Bachelor,2,6600.0,47,14,8,2,Remote,84,1,4.93,False,3.58
IT,Female,40,Technician,7,Bachelor,5,5250.0,53,37,2,5,Remote,32,1,4.21,False,3.63
IT,Male,52,Technician,6,PhD,2,4200.0,45,46,22,1,Onsite,81,2,4.02,False,3.82
IT,Male,29,Analyst,8,High School,4,5600.0,46,45,15,4,Onsite,49,2,2.53,False,3.63
IT,Female,52,Specialist,3,PhD,3,5850.0,32,47,4,5,Remote,61,2,1.43,False,3.22
IT,Female,56,Technician,2,Bachelor,1,3850.0,44,4,9,10,Hybrid,5,1,1.07,False,1.57
IT,Male,27,Analyst,3,High School,5,6000.0,52,39,26,14,Onsite,16,1,1.09,False,2.68
IT,Male,22,Engineer,1,High School,4,8400.0,40,31,3,8,Hybrid,98,1,3.13,False,3.77
IT,Male,60,Technician,3,Master,3,4550.0,39,16,17,12,Onsite,40,0,4.9,True,2.88
IT,Female,44,Analyst,2,PhD,5,6000.0,53,7,18,14,Remote,52,0,3.2,False,3.08
IT,Male,39,Manager,4,Bachelor,2,7200.0,39,43,5,5,Onsite,72,1,1.8,False,2.68
IT,Female,48,Consultant,0,Bachelor,2,6600.0,41,43,24,2,Onsite,99,0,2.74,False,2.68
IT,Female,38,Analyst,2,Master,2,4800.0,44,39,4,6,Remote,23,2,4.08,False,3.25
IT,Other,51,Manager,4,High School,4,8400.0,40,1,25,12,Remote,9,1,3.76,False,3.03
IT,Female,42,Consultant,5,Bachelor,1,6050.0,52,14,17,3,Onsite,73,0,3.5,False,2.36
IT,Female,43,Consultant,1,Bachelor,2,6600.0,45,33,13,11,Onsite,44,1,2.34,False,2.53
IT,Male,47,Developer,7,High School,2,6000.0,38,44,0,6,Remote,96,1,4.33,False,3.55
IT,Female,54,Manager,3,High School,1,6600.0,37,22,29,3,Hybrid,6,1,2.79,False,2.01
IT,Male,42,Manager,2,Master,5,9000.0,59,39,14,6,Remote,88,2,3.67,False,4.56
IT,Female,47,Technician,4,High School,5,5250.0,38,39,16,7,Remote,77,0,4.24,False,3.59
IT,Female,35,Analyst,6,Bachelor,4,5600.0,34,36,3,13,Remote,4,2,3.15,False,3.33
IT,Female,60,Specialist,2,High School,2,5400.0,49,27,22,7,Hybrid,35,2,4.93,False,3.59
IT,Male,42,Developer,9,High School,3,6500.0,42,47,14,10,Remote,4,2,3.4,False,3.14
IT,Male,50,Developer,2,Master,1,5500.0,59,3,14,6,Remote,29,0,3.76,False,1.98
IT,Female,24,Developer,0,Bachelor,4,7000.0,33,44,26,12,Remote,67,0,1.95,False,2.66
IT,Female,22,Engineer,7,PhD,3,7800.0,31,10,26,1,Onsite,37,1,3.73,True,3.06
IT,Female,38,Consultant,5,PhD,5,8250.0,45,6,28,6,Remote,63,2,4.38,False,4.48
IT,Female,42,Technician,0,High School,1,3850.0,57,7,3,14,Onsite,4,1,2.91,False,2.02
IT,Male,25,Developer,8,Master,1,5500.0,35,9,24,8,Remote,3,0,2.14,False,1.32
IT,Male,60,Analyst,2,Bachelor,2,4800.0,35,39,22,13,Onsite,50,1,4.31,False,3.08
IT,Male,43,Technician,3,High School,3,4550.0,43,4,17,11,Onsite,34,0,1.03,False,1.85
IT,Female,41,Manager,7,PhD,4,8400.0,30,30,24,3,Remote,87,1,2.52,False,3.51
IT,Male,25,Developer,5,Master,4,7000.0,42,0,26,9,Remote,36,1,2.91,False,3.09
IT,Male,40,Analyst,3,Bachelor,2,4800.0,47,18,4,3,Hybrid,10,2,1.51,True,2.48
IT,Male,28,Specialist,5,Bachelor,2,5400.0,36,36,1,8,Onsite,73,0,2.15,False,2.27
IT,Male,43,Consultant,8,Bachelor,1,6050.0,52,33,26,3,Remote,78,1,4.45,False,3.15
IT,Female,30,Engineer,0,Bachelor,5,9000.0,33,27,12,7,Onsite,69,1,4.5,False,4.07
IT,Male,28,Analyst,5,PhD,1,4400.0,46,14,22,0,Remote,73,2,1.35,False,2.82
IT,Other,22,Developer,3,High School,5,7500.0,60,19,7,7,Remote,62,0,3.29,False,3.2
IT,Female,27,Manager,2,Bachelor,2,7200.0,33,5,9,3,Hybrid,70,1,4.72,False,3.39
IT,Male,58,Engineer,0,High School,4,8400.0,42,32,19,4,Hybrid,62,0,3.51,False,3.0
IT,Female,28,Engineer,5,Bachelor,1,6600.0,47,35,26,14,Hybrid,97,1,4.59,False,3.38
IT,Other,27,Engineer,7,High School,5,9000.0,44,40,13,1,Onsite,60,0,4.87,False,3.57
IT,Female,60,Analyst,3,High School,4,5600.0,48,6,2,0,Remote,94,2,2.36,False,4.04
IT,Male,46,Manager,4,Master,5,9000.0,46,43,1,2,Remote,67,0,3.95,False,3.41
IT,Male,42,Specialist,5,High School,2,5400.0,33,20,5,9,Hybrid,31,0,3.67,False,2.23
IT,Male,54,Consultant,8,High School,3,7150.0,37,16,4,6,Onsite,37,0,1.57,False,2.02
IT,Female,26,Manager,7,High School,4,8400.0,58,17,22,11,Onsite,93,0,2.8,False,3.14
IT,Male,35,Specialist,7,Master,3,5850.0,42,12,28,10,Hybrid,37,1,3.23,False,2.93
IT,Male,25,Specialist,1,Bachelor,1,4950.0,37,12,3,3,Hybrid,30,2,2.74,False,2.74
IT,Male,27,Manager,8,Bachelor,1,6600.0,39,17,8,8,Onsite,77,0,1.22,False,1.83
IT,Female,39,Specialist,0,High School,5,6750.0,30,5,15,8,Remote,17,1,4.58,True,3.57
IT,Male,54,Specialist,2,Master,2,5400.0,36,19,18,8,Remote,37,2,1.98,False,2.87
IT,Female,52,Analyst,5,High School,2,4800.0,37,40,11,12,Remote,86,0,2.86,False,2.58
IT,Male,23,Analyst,1,High School,3,5200.0,60,30,25,5,Hybrid,23,0,2.76,False,2.17
IT,Male,59,Technician,8,Bachelor,1,3850.0,50,18,6,1,Onsite,41,2,1.07,False,2.43
IT,Male,51,Developer,2,High School,1,5500.0,34,36,16,8,Hybrid,81,0,1.25,True,1.88
IT,Other,45,Developer,3,Bachelor,2,6000.0,48,41,14,1,Remote,52,2,3.74,False,3.46
IT,Male,60,Technician,5,Bachelor,4,4900.0,44,38,23,3,Remote,21,0,3.3,False,2.54
IT,Male,36,Analyst,8,Bachelor,4,5600.0,42,41,3,2,Onsite,12,1,3.93,False,3.1
IT,Male,27,Engineer,9,High School,5,9000.0,42,14,0,1,Hybrid,34,0,4.28,False,3.16
IT,Male,39,Manager,8,High School,5,9000.0,48,21,21,8,Onsite,7,0,4.06,False,2.84
IT,Female,54,Manager,3,Bachelor,2,7200.0,54,32,16,9,Remote,66,2,4.84,False,3.88
IT,Male,29,Analyst,3,PhD,3,5200.0,37,21,28,1,Remote,94,2,3.68,False,4.12
IT,Female,30,Developer,2,High School,3,6500.0,36,21,19,14,Onsite,58,0,4.78,False,3.03
IT,Female,27,Consultant,7,PhD,4,7700.0,54,0,28,13,Hybrid,8,2,4.12,True,3.61
IT,Male,41,Specialist,3,Master,3,5850.0,31,47,7,0,Remote,37,0,1.8,False,2.07
IT,Female,32,Developer,2,High School,5,7500.0,49,4,20,4,Onsite,50,0,1.96,False,2.75
IT,Female,47,Technician,7,High School,4,4900.0,45,19,24,0,Onsite,57,2,4.38,False,4.17
IT,Female,33,Engineer,9,Master,5,9000.0,49,33,16,14,Remote,87,1,3.8,False,4.08
IT,Female,57,Analyst,5,High School,5,6000.0,50,1,25,12,Remote,80,0,3.62,False,3.46
IT,Female,51,Specialist,2,High School,5,6750.0,49,37,5,1,Remote,5,1,2.47,False,2.92
IT,Male,54,Analyst,7,Bachelor,1,4400.0,54,23,6,10,Hybrid,55,2,2.74,False,2.99
IT,Male,52,Consultant,3,Bachelor,1,6050.0,47,0,0,8,Remote,27,0,2.62,False,1.68
IT,Female,44,Specialist,8,High School,5,6750.0,33,37,8,5,Remote,86,1,1.24,False,3.43
